Date,Price,Open,High,Low,Vol.,Change %
20-Jul-16,2167.5,2159,2169.75,2155.25,1.13M,0.41%
19-Jul-16,2158.75,2160,2160.75,2151.25,1.15M,-0.06%
18-Jul-16,2160,2154.5,2163.25,2152.75,1.19M,0.34%
15-Jul-16,2152.75,2156.5,2164.75,2143.25,1.49M,-0.21%
14-Jul-16,2157.25,2145.25,2168,2142.75,1.78M,0.52%
13-Jul-16,2146,2145.75,2152.25,2139.5,1.61M,0.01%
12-Jul-16,2145.75,2130.75,2149.25,2128.5,1.69M,0.73%
11-Jul-16,2130.25,2120.25,2136.75,2120,1.46M,0.46%
8-Jul-16,2120.5,2092,2125.5,2087.5,1.94M,1.36%
7-Jul-16,2092,2092,2102,2081.75,1.67M,-0.10%
6-Jul-16,2094,2084,2094.5,2065.75,2.05M,0.54%
5-Jul-16,2082.75,2099.75,2104.75,2072.5,1.86M,-0.67%
4-Jul-16,2096.88,2094.5,2104.75,2094.25,-,0.13%
3-Jul-16,2094.25,2099.25,2099.75,2094.25,-,-0.10%
1-Jul-16,2096.25,2086.5,2100.75,2081.5,1.65M,0.29%
30-Jun-16,2090.25,2072.25,2091.25,2056.5,2.30M,1.14%
29-Jun-16,2066.75,2028.25,2074.75,2022.75,2.05M,1.89%
28-Jun-16,2028.5,1982.5,2029.75,1982.25,2.27M,2.19%
27-Jun-16,1985,2013.75,2022.5,1981.5,2.97M,-1.66%
24-Jun-16,2018.5,2115.75,2119.5,1999,4.14M,-4.14%
23-Jun-16,2105.75,2083,2113.25,2083,1.31M,1.40%
22-Jun-16,2076.75,2079.25,2091.25,2075.25,1.40M,-0.18%
21-Jun-16,2080.5,2079,2086,2074,1.39M,0.30%
20-Jun-16,2074.25,2071,2092.5,2070.25,1.59M,-0.20%
17-Jun-16,2078.5,2077.75,2083,2073.75,52.55K,-0.04%
16-Jun-16,2079.25,2070.5,2080,2050,426.22K,0.36%
15-Jun-16,2071.75,2072.75,2086.25,2068.75,609.85K,-0.13%
14-Jun-16,2074.5,2077,2081.75,2063.25,1.16M,-0.20%
13-Jun-16,2078.75,2089.25,2098.25,2075.75,1.22M,-0.83%
10-Jun-16,2096.25,2113.75,2114,2088.5,1.24M,-0.85%
9-Jun-16,2114.25,2117.75,2118.5,2106.25,1.64M,-0.18%
8-Jun-16,2118,2110.25,2119.75,2106.5,1.31M,0.37%
7-Jun-16,2110.25,2108.25,2118,2106.5,1.13M,0.09%
6-Jun-16,2108.25,2097.5,2112.25,2094,1.27M,0.50%
3-Jun-16,2097.75,2103.5,2106,2082.75,1.75M,-0.29%
2-Jun-16,2103.75,2096.75,2104.75,2086.75,1.30M,0.27%
1-Jun-16,2098,2094,2099.25,2083.25,1.32M,0.14%
31-May-16,2095,2100,2103.75,2086,1.63M,-0.30%
30-May-16,2101.25,2101.25,2103.75,2099.75,-,-0.01%
29-May-16,2101.5,2099.62,2103.25,2099.5,-,0.20%
27-May-16,2097.25,2090.5,2098.75,2088,1.04M,0.36%
26-May-16,2089.75,2088.75,2091.75,2082.5,968.44K,0.12%
25-May-16,2087.25,2075,2092.5,2073.5,1.44M,0.59%
24-May-16,2075,2045,2077.25,2041.25,1.60M,1.45%
23-May-16,2045.25,2053.25,2056,2043.5,1.18M,-0.23%
20-May-16,2050,2038.75,2055.5,2037.25,1.58M,0.55%
19-May-16,2038.75,2043.5,2044.75,2022,2.06M,-0.13%
18-May-16,2041.5,2043.75,2057.75,2030.75,2.09M,-0.10%
17-May-16,2043.5,2062,2069.5,2036.75,1.99M,-0.93%
16-May-16,2062.75,2041.25,2068.5,2035,1.42M,0.94%
13-May-16,2043.5,2059.25,2063.5,2038.5,1.88M,-0.74%
12-May-16,2058.75,2059,2072.75,2048.5,1.80M,0.04%
11-May-16,2058,2077.25,2078.75,2057.5,1.47M,-0.94%
10-May-16,2077.5,2054,2079.75,2048,1.42M,1.13%
9-May-16,2054.25,2053,2059.75,2048.25,1.37M,0.07%
6-May-16,2052.75,2043.5,2054.5,2030.5,1.81M,0.43%
5-May-16,2044,2046.5,2060,2039.5,1.43M,-0.15%
4-May-16,2047,2057.5,2060.25,2039,1.56M,-0.49%
3-May-16,2057,2075.5,2076.25,2048,1.83M,-0.83%
2-May-16,2074.25,2060.75,2077.5,2055.5,1.31M,0.74%
29-Apr-16,2059,2073.75,2076,2045.75,2.42M,-0.65%
28-Apr-16,2072.5,2092.5,2094.25,2065.25,1.94M,-0.87%
27-Apr-16,2090.75,2082.25,2094,2076.25,1.42M,0.11%
26-Apr-16,2088.5,2084.25,2091.25,2079.5,1.23M,0.25%
25-Apr-16,2083.25,2091.5,2091.5,2071,1.28M,-0.13%
22-Apr-16,2086,2079.75,2089,2075,1.50M,0.16%
21-Apr-16,2082.75,2097.75,2104,2078.75,1.64M,-0.73%
20-Apr-16,2098,2094.25,2105.25,2085.75,1.46M,0.20%
19-Apr-16,2093.75,2085.25,2098.5,2084.75,1.57M,0.34%
18-Apr-16,2086.75,2064.25,2088.75,2058.5,1.40M,0.57%
15-Apr-16,2075,2077.75,2080,2069.5,1.23M,-0.07%
14-Apr-16,2076.5,2076.25,2081.75,2068.5,1.36M,0.02%
13-Apr-16,2076,2055.25,2077,2054,1.64M,0.99%
12-Apr-16,2055.75,2032.5,2058.5,2029.25,1.83M,1.04%
11-Apr-16,2034.5,2041,2056.5,2032.5,1.68M,-0.31%
8-Apr-16,2040.75,2034.5,2054.25,2030.25,1.77M,0.28%
7-Apr-16,2035,2059.75,2062,2026,2.05M,-1.23%
6-Apr-16,2060.25,2042,2060.5,2035,1.89M,1.05%
5-Apr-16,2038.75,2055.5,2055.5,2034.25,1.83M,-0.91%
4-Apr-16,2057.5,2064,2071.5,2054.25,1.38M,-0.36%
1-Apr-16,2065,2052.75,2067,2035.25,2.05M,0.66%
31-Mar-16,2051.5,2055.5,2059.75,2047.25,1.74M,-0.18%
30-Mar-16,2055.25,2048.5,2064.5,2046.75,1.63M,0.38%
29-Mar-16,2047.5,2027.75,2049.25,2019.25,1.55M,0.96%
28-Mar-16,2028,2030.25,2039.75,2022,907.83K,-0.02%
24-Mar-16,2028.5,2028,2030.25,2012.25,1.52M,-0.01%
23-Mar-16,2028.75,2043,2045.25,2025.25,1.56M,-0.67%
22-Mar-16,2042.5,2043.25,2047.5,2028.75,1.50M,-0.01%
21-Mar-16,2042.75,2036.5,2044.5,2031,1.28M,-0.36%
18-Mar-16,2050.07,2041.5,2048.75,2037,52.56K,0.51%
17-Mar-16,2039.75,2026.75,2046.75,2015.75,479.14K,0.63%
16-Mar-16,2027,2016.25,2032.25,2006.5,580.25K,0.56%
15-Mar-16,2015.75,2019,2019.5,2004.5,923.45K,-0.15%
